,index,title,year,language,episode_season_duration,genre,creators,stars,description,rating,trailer,weighted_rating,nameurls,soup
0,0,Fear the Walking Dead,2015– ,English,44min,"Drama,Horror,Sci-Fi,Thriller","Dave Erickson,Robert Kirkman","Kim Dickens,Frank Dillane,Cliff Curtis","A Walking Dead spinoff set in Los Angeles, California. Follows two families who must band together to survive the undead apocalypse.",6.9,https://imdb.com/video/vi2474294809?playlistId=tt3743822&ref_=tt_ov_vi,6.899296785666103,"<a href=""https://www.facebook.com/FearTWD"">Official Facebook</a>, <a href=""http://www.amctv.com/shows/fear-the-walking-dead"">Official Site</a>",california los angeles must band together follows two families undead apocalypse walking dead spinoff set survive fear walking dead english daveerickson robertkirkman kimdickens frankdillane cliffcurtis drama horror sci-fi thriller
1,1,Bosch,2014– ,English,51min,"Crime,Drama",Eric Ellis Overmyer,"Titus Welliver,Jamie Hector,Amy Aquino",An L.A.P.D. homicide detective works to solve the murder of a thirteen-year-old boy while standing trial in federal court for the murder of a serial killer.,8.4,https://imdb.com/video/vi3258368025?playlistId=tt3502248&ref_=tt_ov_vi,8.359592702954952,,year old boy thirteen homicide detective works l federal court murder standing trial solve p serial killer bosch english ericellisovermyer tituswelliver jamiehector amyaquino crime drama
2,2,The Umbrella Academy,2019– ,English,1h,"Action,Adventure,Comedy,Drama,Fantasy,Sci-Fi","Steve Blackman,Jeremy Slater","Elliot Page,Tom Hopper,David Castañeda","A family of former child heroes, now grown apart, must reunite to continue to protect the world.",8.0,https://imdb.com/video/vi772128281?playlistId=tt1312171&ref_=tt_ov_vi,7.991221781535891,"<a href=""https://www.facebook.com/NetflixUmbrellaAcademy"">Official Facebook</a>, <a href=""https://www.netflix.com/title/80186863"">Official Netflix</a>",protect grown apart former child heroes continue family must reunite world umbrella academy english steveblackman jeremyslater elliotpage tomhopper davidcastañeda action adventure comedy drama fantasy sci-fi
3,3,The Last Hour,2021– ,,36min,"Crime,Drama,Mystery,Thriller","Amit Kumar,Anupama Minz","Sanjay Kapoor,Karma Takapa,Shaylee Krishen","A mysterious young shaman, on the run protecting a secret gift, joins hands with a seasoned city cop to hunt down a dangerous figure from his dark past. But when he falls for the cop's young daughter, he is torn between duty and love.",7.6,https://imdb.com/video/vi4259233817?playlistId=tt9805612&ref_=tt_ov_vi,7.439921444940968,"<a href=""https://www.primevideo.com/"">prime video</a>",seasoned city cop duty joins hands dangerous figure torn secret gift run protecting mysterious young shaman dark past love falls daughter hunt last hour na amitkumar anupamaminz sanjaykapoor karmatakapa shayleekrishen crime drama mystery thriller
4,4,Miraculous: Tales of Ladybug & Cat Noir,2015– ,"Urdu,Hindi,Spanish,French,Korean,English",20min,"Animation,Action,Adventure,Family,Fantasy,Romance","Cristina Valenzuela,Bryce Papenbrook,Keith Silverstein",,"Marinette and Adrien, two normal teens, transform into superheroes Ladybug and Cat Noir when an evil threatens their city.",7.7,https://imdb.com/video/vi2677521689?playlistId=tt2580046&ref_=tt_ov_vi,7.573877860520675,"<a href=""https://disneynow.go.com/shows/miraculous-tales-of-ladybug-cat-noir"">DisneyNOW</a>, <a href=""http://www.miraculousladybug.com/"">The official site for the series.</a>",adrien cat noir two normal teens evil threatens city transform marinette superheroes ladybug miraculous tales ladybug cat noir urdu hindi spanish french korean english cristinavalenzuela brycepapenbrook keithsilverstein na animation action adventure family fantasy romance
5,5,Castle,2009–2016,English,43min,"Comedy,Crime,Drama,Mystery,Romance",Andrew W. Marlowe,"Nathan Fillion,Stana Katic,Susan Sullivan","After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.",8.1,https://imdb.com/video/vi3651252761?playlistId=tt1219024&ref_=tt_ov_vi,8.088617553420887,"<a href=""http://abc.go.com/primetime/castle/index?pn=index"">ABC (United States)</a>, <a href=""https://www.facebook.com/#!/Castle?fref=ts"">Official Facebook</a>",mayor novels plots successful mystery novelist richard castle receives permission tag along new york city research purposes nypd homicide investigation team serial killer imitates rick castle english andreww.marlowe nathanfillion stanakatic susansullivan comedy crime drama mystery romance
6,6,Blossom,1990–1995,English,30min,"Comedy,Drama,Family",Don Reo,"Mayim Bialik,Jenna von Oÿ,Joey Lawrence",A teenage girl living in a house run by men dreams what life would be like if she lived in a more conventional family.,6.0,https://imdb.com/video/vi3059483161?playlistId=tt0101050&ref_=tt_ov_vi,6.127942701015765,,men dreams lived like conventional family teenage girl living life would house run blossom english donreo mayimbialik jennavonoÿ joeylawrence comedy drama family
7,7,Condor,2018– ,English,1h,"Action,Drama,Thriller","Todd Katzberg,Ken Robinson,Jason Smilovic","Max Irons,Kristen Hager,Bob Balaban","A brilliant, young, idealistic CIA analyst finds himself in the middle of a conspiracy that kills everyone else at his office. Can he, with no field experience, stay alive long enough to get to the bottom of it?",7.7,https://imdb.com/video/vi150256409?playlistId=tt6510950&ref_=tt_ov_vi,7.615602478092782,,middle young idealistic cia analyst finds bottom field experience kills everyone else get conspiracy office stay alive long enough brilliant condor english toddkatzberg kenrobinson jasonsmilovic maxirons kristenhager bobbalaban action drama thriller
8,8,Murdoch Mysteries,2008– ,English,48min,"Crime,Drama,Mystery","Maureen Jennings,Cal Coons,Alexandra Zarowny","Yannick Bisson,Helene Joy,Thomas Craig","In the 1890s, William Murdoch uses radical forensic techniques for the time, including fingerprinting and trace evidence, to solve some of the city's most gruesome murders.",8.1,https://imdb.com/video/vi2131996697?playlistId=tt1091909&ref_=tt_ov_vi,7.966464468181626,"<a href=""http://uktv.co.uk/alibi/homepage/sid/7085"">Alibi</a>, <a href=""https://www.cbc.ca/murdochmysteries/m/"">CBC (Canada)</a>",including fingerprinting trace evidence solve city gruesome murders time 1890s william murdoch uses radical forensic techniques murdoch mysteries english maureenjennings calcoons alexandrazarowny yannickbisson helenejoy thomascraig crime drama mystery
9,9,The Promised Neverland,2019–2021,Japanese,23min,"Animation,Adventure,Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller","Sumire Morohoshi,Mariya Ise,Shinei Ueki",,"When three gifted kids at an isolated idyllic orphanage discover the secret and sinister purpose they were raised for, they look for a way to escape from their evil caretaker and lead the other children in a risky escape plan.",8.5,https://imdb.com/video/vi4156080409?playlistId=tt8788458&ref_=tt_ov_vi,8.423587030340425,"<a href=""https://neverland-anime.com/"">Official site (Japan)</a>",evil caretaker way secret risky escape plan children look lead three gifted kids raised isolated idyllic orphanage discover sinister purpose promised neverland japanese sumiremorohoshi mariyaise shineiueki na animation adventure drama fantasy horror mystery sci-fi thriller
10,10,Pennyworth,2019– ,English,1h,"Action,Crime,Drama",Bruno Heller,"Jack Bannon,Ben Aldridge,Ryan Fletcher","The origin story of Alfred Pennyworth, a former special-forces soldier living in London and how he came to work for Bruce Wayne's father.",7.9,https://imdb.com/video/vi421970201?playlistId=tt8425532&ref_=tt_ov_vi,7.777656014038408,,forces soldier living origin story father came bruce wayne london former special alfred pennyworth work pennyworth english brunoheller jackbannon benaldridge ryanfletcher action crime drama
11,11,Search Party,2016– ,English,24min,"Comedy,Crime,Drama,Mystery,Romance,Thriller","Sarah-Violet Bliss,Charles Rogers,Michael Showalter","Alia Shawkat,John Reynolds,John Early",Search Party is a dark comedy about four self-absorbed twenty-somethings who become entangled in an ominous mystery when a former college acquaintance suddenly disappears.,7.7,https://imdb.com/video/vi1342554393?playlistId=tt5460226&ref_=tt_ov_vi,7.567942701015766,"<a href=""https://www.hbomax.com/series/urn:hbo:series:GXa-mxg4SNINiYAEAAAF3"">Official site</a>",ominous mystery somethings search party four self former college acquaintance suddenly disappears absorbed twenty dark comedy become entangled search party english sarah-violetbliss charlesrogers michaelshowalter aliashawkat johnreynolds johnearly comedy crime drama mystery romance thriller
12,12,Colony,2016–2018,English,42min,"Action,Adventure,Drama,Sci-Fi","Ryan J. Condal,Carlton Cuse","Josh Holloway,Sarah Wayne Callies,Peter Jacobson","In the wake of a mysterious alien invasion, a family fights to stay together in a new world order.",7.4,https://imdb.com/video/vi4070749465?playlistId=tt4209256&ref_=tt_ov_vi,7.378003392151172,"<a href=""http://www.colonytv.com/"">Official Site</a>, <a href=""https://twitter.com/ColonyUSA"">Official Twitter</a>",wake stay together new world order family fights mysterious alien invasion colony english ryanj.condal carltoncuse joshholloway sarahwaynecallies peterjacobson action adventure drama sci-fi
13,13,Locke & Key,2020– ,English,48min,"Drama,Fantasy,Horror,Mystery,Thriller","Meredith Averill,Aron Eli Coleite,Carlton Cuse","Darby Stanchfield,Connor Jessup,Emilia Jones","After their father is murdered under mysterious circumstances, the three Locke siblings and their mother move into their ancestral home, Keyhouse, which they discover is full of magical keys that may be connected to their father's death.",7.4,https://imdb.com/video/vi91471641?playlistId=tt3007572&ref_=tt_ov_vi,7.384514016038775,"<a href=""https://www.netflix.com/title/80241239"">Official Netflix</a>",murdered magical keys may keyhouse full father mysterious circumstances mother move three locke siblings discover death connected ancestral home locke key english meredithaverill aronelicoleite carltoncuse darbystanchfield connorjessup emiliajones drama fantasy horror mystery thriller
14,14,Bunk'd,2015–2021,English,30min,"Comedy,Family",Pamela Eells,"Miranda May,Mallory James Mahoney,Raphael Alejandro","Emma, Ravi, and Zuri Ross head off to a rustic summer camp in Maine, where their parents met as teens. Along with their new friends, love triangle, and the fears of the camp, the trio tries their best to settle into their exciting and challenging new lives at Camp Kikiwaka.",5.4,https://imdb.com/video/vi2828385561?playlistId=tt4591680&ref_=tt_ov_vi,5.866878239658503,"<a href=""http://disneychannel.disney.com/bunkd"">Official site</a>",best teens camp kikiwaka zuri ross head emma along parents met fears ravi settle new friends exciting trio tries maine rustic summer love triangle challenging lives bunk english pamelaeells mirandamay malloryjamesmahoney raphaelalejandro comedy family
15,15,Glitch,2015–2019,"English,Italian",45min,"Drama,Sci-Fi","Tony Ayres,Louise Fox","Patrick Brammall,Emma Booth,Sean Keenan",Six people return from the dead with no memory and attempt to unveil what brought them to the grave in the first place.,7.3,https://imdb.com/video/vi76987673?playlistId=tt4192782&ref_=tt_ov_vi,7.265174159458613,,brought unveil first place attempt six people return dead memory grave glitch english italian tonyayres louisefox patrickbrammall emmabooth seankeenan drama sci-fi
16,16,Peep Show,2003–2015,English,25min,Comedy,"Jesse Armstrong,Sam Bain,Andrew O'Connor","David Mitchell,Robert Webb,Matt King",Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.,8.6,https://imdb.com/video/vi1217052185?playlistId=tt0387764&ref_=tt_ov_vi,8.559280869602736,"<a href=""http://www.channel4.com/entertainment/tv/microsites/P/peep_show/index.html"">Channel 4 (United Kingdom)</a>",mark normal common pair strive something roommates mayhem ensues jez day twenty anything cope lives except life nothing fact couple peep show english jessearmstrong sambain andrewo'connor davidmitchell robertwebb mattking comedy
17,17,Flatbush Misdemeanors,2021– ,English,,Comedy,"Kevin Iso,Dan Perlman","Dan Perlman,Kevin Iso,Kristin Dodson","A raw comedy of city life following Dan and Kevin, who play characters struggling to thrive in their new surroundings in Flatbush, Brooklyn.",5.4,https://imdb.com/video/vi4156866585?playlistId=tt13266618&ref_=tt_ov_vi,5.415395819939275,"<a href=""https://www.sho.com/flatbush-misdemeanors"">SHOWTIME</a>",play characters struggling flatbush city life following dan raw comedy new surroundings thrive kevin brooklyn flatbush misdemeanors english keviniso danperlman danperlman keviniso kristindodson comedy
18,18,PEN15,2019– ,English,30min,Comedy,"Maya Erskine,Anna Konkle,Sam Zvibleman","Maya Erskine,Anna Konkle,Melora Walters",The comedic story of middle school seen through the eyes of two 7th grade girls dealing with the awkwardness of being a teenager.,8.0,https://imdb.com/video/vi3866017305?playlistId=tt8324422&ref_=tt_ov_vi,7.81327320476963,"<a href=""https://www.hulu.com/pen15"">Hulu</a>",eyes awkwardness teenager middle school seen comedic story two 7th grade girls dealing pen15 english mayaerskine annakonkle samzvibleman mayaerskine annakonkle melorawalters comedy
19,19,Runaways,2017–2019,English,1h,"Action,Drama,Sci-Fi","Stephanie Savage,Josh Schwartz","Rhenzy Feliz,Lyrica Okano,Virginia Gardner","After discovering their parents are super-villains in disguise, a group of teenagers band together to run away from their homes in order to atone for their parents' actions and to discover the secrets of their origins.",7.0,https://imdb.com/video/vi3938893593?playlistId=tt1236246&ref_=tt_ov_vi,6.991255677310042,"<a href=""https://www.hulu.com/marvels-runaways"">Hulu</a>, <a href=""https://marvel.com/tv/show/248/marvels_runaways"">Marvel (United States)</a>",order super group atone secrets origins disguise villains discovering run away homes actions discover teenagers band together parents runaways english stephaniesavage joshschwartz rhenzyfeliz lyricaokano virginiagardner action drama sci-fi
20,20,Dynasty,1981–1989,"Greek,Turkish,Russian,Spanish",1h,"Drama,Romance","Esther Shapiro,Richard Alan Shapiro","John Forsythe,Linda Evans,Joan Collins","The trials and tribulations of two feuding families, the Carringtons and the Colbys, both oil rich families in Denver, Colorado.",6.3,https://imdb.com/video/vi111067417?playlistId=tt0081856&ref_=tt_ov_vi,6.388292779573924,,tribulations oil rich families colbys carringtons denver trials two feuding colorado dynasty greek turkish russian spanish esthershapiro richardalanshapiro johnforsythe lindaevans joancollins drama romance
21,21,The Secret of Skinwalker Ranch,2020– ,English,42min,"Horror,Mystery,Reality-TV","Travis Taylor,Erik Bard,Brandon Fugal",,"A team of experts and scientists undertakes exhaustive research at Skinwalker Ranch, an infamous location for paranormal activity and UFO sightings.",6.0,https://imdb.com/video/vi2440871449?playlistId=tt10589968&ref_=tt_ov_vi,0.0,"<a href=""https://www.history.com/shows/the-secret-of-skinwalker-ranch"">Official site</a>, <a href=""https://www.youtube.com/channel/UC9MAhZQQd9egwWCxrwSIsJQ"">Official YouTube channel</a>",infamous location team scientists undertakes exhaustive research paranormal activity experts ufo sightings skinwalker ranch secret skinwalker ranch english travistaylor erikbard brandonfugal na horror mystery reality-tv
22,22,CHiPs,1977–1983,,1h,"Crime,Drama,Mystery","Rick Rosner,Paul Playdon","Erik Estrada,Larry Wilcox,Robert Pine",The adventures of two California Highway Patrol motorcycle officers.,6.4,https://imdb.com/video/vi1253966105?playlistId=tt0075488&ref_=tt_ov_vi,6.457909485574898,,adventures two california highway patrol motorcycle officers chips na rickrosner paulplaydon erikestrada larrywilcox robertpine crime drama mystery
23,23,Phineas and Ferb,2007–2015,English,15min,"Animation,Action,Comedy,Family,Musical,Sci-Fi","Jeff 'Swampy' Marsh,Dan Povenmire","Vincent Martella,Thomas Brodie-Sangster,Dan Povenmire","Phineas and Ferb invent, scheme, and stay one step ahead of their bratty sister. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz.",8.0,https://imdb.com/video/vi2844264729?playlistId=tt0852863&ref_=tt_ov_vi,7.960509476726737,"<a href=""http://disneyxd.disney.com/phineas-and-ferb"">Disney XD (United States)</a>, <a href=""https://www.facebook.com/#!/PhineasandFerb"">Official Facebook</a>",meanwhile pet platypus plots doofenshmirtz stay one step ahead scheme phineas bratty sister evil dr ferb invent phineas ferb english jeff'swampy'marsh danpovenmire vincentmartella thomasbrodie-sangster danpovenmire animation action comedy family musical sci-fi
24,24,Growing Pains,1985–1992,,30min,"Comedy,Family",Neal Marlens,"Alan Thicke,Joanna Kerns,Kirk Cameron",The misadventures of a family with a home business father and a journalist mother.,6.6,https://imdb.com/video/vi2224472345?playlistId=tt0088527&ref_=tt_ov_vi,6.620098886185229,,family misadventures home business father journalist mother growing pains na nealmarlens alanthicke joannakerns kirkcameron comedy family
25,25,TURN,2014–2017,English,1h,"Drama,History,War",Craig Silverstein,"Jamie Bell,Heather Lind,Samuel Roukin",A Long Island farmer bands together a group of childhood friends to form an unlikely group of spies who turn the tide in America's fight for independence.,8.1,https://imdb.com/video/vi2456266777?playlistId=tt2543328&ref_=tt_ov_vi,8.022887932330235,,turn fight group childhood friends form america independence spies long island farmer bands together unlikely tide turn english craigsilverstein jamiebell heatherlind samuelroukin drama history war
26,26,Casualty,1986– ,English,50min,Drama,"Jeremy Brock,Paul Unwin","Derek Thompson,Tony Marshall,Suzanne Packer",The everyday lives of the people frequenting the frenetic Accident and Emergency department of Holby City Hospital.,6.0,,6.271878239658503,"<a href=""http://www.bbc.co.uk/casualty/"">BBC Online - Casualty & Holby City</a>",frenetic accident emergency department everyday lives people frequenting holby city hospital casualty english jeremybrock paulunwin derekthompson tonymarshall suzannepacker drama
27,27,Sacred Games,2018–2019,Hindi,50min,"Action,Crime,Drama,Thriller",Varun Grover,"Saif Ali Khan,Nawazuddin Siddiqui,Neeraj Kabi","A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.",8.6,https://imdb.com/video/vi4271749913?playlistId=tt6077448&ref_=tt_ov_vi,8.571450970842266,"<a href=""https://www.facebook.com/SacredGames/"">Facebook</a>, <a href=""https://www.instagram.com/sacredgames_tv/"">Instagram</a>",save mumbai quest pasts leads link honest cop fugitive gang boss cataclysm officer whose cryptic warning spurs sacred games hindi varungrover saifalikhan nawazuddinsiddiqui neerajkabi action crime drama thriller
28,28,Family Ties,1982–1989,,30min,"Comedy,Family",Gary David Goldberg,"Michael J. Fox,Michael Gross,Meredith Baxter","Chronicles liberal ex-hippies Steven and Elyse Keaton, their conservative son Alex, daughters Mallory and Jennifer, and later, youngest child Andrew.",7.2,https://imdb.com/video/vi3482958361?playlistId=tt0083413&ref_=tt_ov_vi,7.1726886103256655,,conservative son alex chronicles liberal ex jennifer hippies steven later youngest child andrew elyse keaton daughters mallory family ties na garydavidgoldberg michaelj.fox michaelgross meredithbaxter comedy family
29,29,Dummy,2020– ,,6min,"Short,Comedy,Drama,Fantasy,Romance",Cody Heller,"Anna Kendrick,Meredith Hagner,Donal Logue",An aspiring writer befriends her boyfriend's sex doll and the two take on the world together.,6.6,https://imdb.com/video/vi2030419481?playlistId=tt10122474&ref_=tt_ov_vi,6.706038951253106,,sex doll boyfriend world together aspiring writer befriends two take dummy na codyheller annakendrick meredithhagner donallogue short comedy drama fantasy romance
30,30,Tribes of Europa,2021– ,"German,English",,"Action,Adventure,Drama,Fantasy,Sci-Fi",Philip Koch,"Henriette Confurius,Emilio Sakraya,David Ali Rashed","2074. In the wake of a mysterious global disaster, war rages between the Tribes that have emerged from the wreckage of Europe. Three siblings from the peaceful Origine tribe are separated and forced to forge their own paths.",6.8,https://imdb.com/video/vi1278198041?playlistId=tt9184982&ref_=tt_ov_vi,6.804399348021668,"<a href=""https://www.netflix.com/title/81002769"">Netflix Site</a>",war rages europe paths mysterious global disaster emerged three siblings wake 2074 wreckage forced peaceful origine tribe separated tribes forge tribes europa german english philipkoch henrietteconfurius emiliosakraya davidalirashed action adventure drama fantasy sci-fi
31,31,Project Blue Book,2019–2020,English,45min,"Drama,Mystery,Sci-Fi,Thriller",David O'Leary,"Aidan Gillen,Michael Malarkey,Laura Mennell",A tough US Air Force officer and a skeptical scientist investigate UFO and alien conspiracies as Cold War paranoia spreads.,7.7,https://imdb.com/video/vi2445785881?playlistId=tt6632666&ref_=tt_ov_vi,7.608740890945854,"<a href=""https://www.history.com/shows/project-blue-book"">Official site</a>",tough us air force officer alien conspiracies skeptical scientist investigate ufo cold war paranoia spreads project blue book english davido'leary aidangillen michaelmalarkey lauramennell drama mystery sci-fi thriller
32,32,I May Destroy You,2020,English,30min,Drama,Michaela Coel,"Michaela Coel,Weruche Opia,Paapa Essiedu","The question of sexual consent in contemporary life and how, in the new landscape of dating and relationships, we make the distinction between liberation and exploitation.",8.1,https://imdb.com/video/vi2530065945?playlistId=tt11204260&ref_=tt_ov_vi,7.992647905793071,"<a href=""https://www.bbc.co.uk/programmes/m000jyxy"">British Broadcasting Corporation (United Kingdom)</a>",liberation exploitation relationships distinction question contemporary life dating new landscape sexual consent make may destroy english michaelacoel michaelacoel werucheopia paapaessiedu drama
33,33,Dark Side of the Ring,2019– ,English,1h,"Documentary,Drama,History,Sport","Evan Husney,Jason Eisener","Chris Jericho,James E. Cornette,Jim Ross","From backstage controversies to mysterious deaths and unsolved homicides, this series explores the darkest stories from the golden age of professional wrestling, and tries to find truth at the intersection of fantasy and reality.",8.8,https://imdb.com/video/vi2879045145?playlistId=tt9159144&ref_=tt_ov_vi,8.002347799573128,"<a href=""https://www.facebook.com/Dark-Side-of-the-Ring-1898314203807782/"">Official Facebook</a>, <a href=""https://instagram.com/darksideofthering?utm_source=ig_profile_share&igshid=5b6omxva4o11"">Official Instagram</a>",darkest stories golden age find truth intersection professional wrestling backstage controversies reality series explores tries fantasy mysterious deaths unsolved homicides dark side ring english evanhusney jasoneisener chrisjericho jamese.cornette jimross documentary drama history sport
34,34,Unforgettable,2011–2016,,1h,"Crime,Drama,Mystery","John Bellucci,Ed Redlich","Poppy Montgomery,Dylan Walsh,James Hiroyuki Liao","Carrie Wells, a former police detective, has a rare ability to remember virtually everything she experiences including detailed visual recall. She returns to police work and uses her ability to solve crimes.",6.8,https://imdb.com/video/vi602651929?playlistId=tt1842530&ref_=tt_ov_vi,6.802596336537377,"<a href=""http://www.cbs.com/shows/unforgettable/"">Official site</a>",experiences including detailed visual recall uses former police detective rare ability solve crimes returns carrie wells work remember virtually everything unforgettable na johnbellucci edredlich poppymontgomery dylanwalsh jameshiroyukiliao crime drama mystery
35,35,Top Gear,2002– ,"Italian,German,Spanish,French,English",1h,"Adventure,Comedy,Reality-TV,Talk-Show","Jeremy Clarkson,Richard Hammond,James May",,"The hosts talk about everything car-related. From new cars to how they're fueled, this show has it all.",8.6,https://imdb.com/video/vi3437214745?playlistId=tt1628033&ref_=tt_ov_vi,8.579402632153046,"<a href=""http://www.bbc.co.uk/topgear/"">BBC (United Kingdom)</a>, <a href=""http://www.bbcamerica.com/top-gear/"">BBC America (United States)</a>",new cars show related everything car fueled hosts talk top gear italian german spanish french english jeremyclarkson richardhammond jamesmay na adventure comedy reality-tv talk-show
36,36,Without a Trace,2002–2009,English,1h,"Crime,Drama,Mystery,Thriller",Hank Steinberg,"Anthony LaPaglia,Poppy Montgomery,Enrique Murciano",Series about the special FBI Missing Persons Squad that finds missing people by applying advanced psychological profiling to reveal the victims lives.,6.9,,6.89572606003285,"<a href=""http://www.cbs.com/primetime/without_a_trace/"">CBS (United States)</a>",series reveal applying advanced psychological profiling finds missing people victims lives special fbi persons squad without trace english hanksteinberg anthonylapaglia poppymontgomery enriquemurciano crime drama mystery thriller
37,37,Easy,2016– ,English,30min,Comedy,Joe Swanberg,"Michael Chernus,Jane Adams,Elizabeth Reaser","Intertwined groups of friends in Chicago fumble through the modern maze of love, sex, technology and culture.",6.9,https://imdb.com/video/vi1854913561?playlistId=tt5562056&ref_=tt_ov_vi,6.894231675428951,"<a href=""https://www.netflix.com/title/80095699"">Official Netflix</a>",culture technology love modern maze sex intertwined groups chicago fumble friends easy english joeswanberg michaelchernus janeadams elizabethreaser comedy
38,38,The Haves and the Have Nots,2013–2021,English,42min,"Crime,Drama,Mystery,Romance",Tyler Perry,"Tika Sumpter,John Schneider,Crystal Fox",Centers on the rich Cryer and Harrington families (the haves) and the poor Young family (the have nots) whose lives intertwine when Hanna Young starts working for the Cryers.,6.0,https://imdb.com/video/vi314622233?playlistId=tt2729716&ref_=tt_ov_vi,6.252909990380002,,hanna young starts working centers haves whose lives intertwine harrington families cryers rich cryer poor family nots haves nots english tylerperry tikasumpter johnschneider crystalfox crime drama mystery romance
39,39,Safe,2018,English,5h 56min,"Crime,Drama,Mystery,Thriller",Harlan Coben,"Michael C. Hall,Amy James-Kelly,Amanda Abbington","After his teenage daughter goes missing, a widowed surgeon begins uncovering dark secrets of the people closest to him.",7.3,https://imdb.com/video/vi3261904921?playlistId=tt7902072&ref_=tt_ov_vi,7.282932378431559,"<a href=""https://www.netflix.com/gb/title/80201500"">Netflix Page (United Kingdom)</a>",teenage daughter goes missing widowed surgeon begins uncovering dark secrets people closest safe english harlancoben michaelc.hall amyjames-kelly amandaabbington crime drama mystery thriller
40,40,"Don't Toy with Me, Miss Nagatoro",2021– ,Japanese,24min,"Animation,Comedy,Romance","Sumire Uesaka,Daiki Yamashita,Mikako Komatsu",,"High schooler Hayase Nagatoro loves to spend her free time doing one thing, and that is to bully her Senpai. After Nagatoro and her friends stumble upon the aspiring artist's drawings, they find enjoyment in mercilessly bullying the timid Senpai. Nagatoro resolves to continue her cruel game and visits him daily so that she can force Senpai into doing whatever interest...",7.7,https://imdb.com/video/vi16564249?playlistId=tt12635162&ref_=tt_ov_vi,7.698207748616691,"<a href=""https://www.nagatorosan.jp/"">Official site</a>",mercilessly bullying cruel game whatever interest ... timid senpai continue find enjoyment free time drawings high schooler hayase nagatoro loves one thing spend resolves aspiring artist bully visits friends stumble upon daily force toy miss nagatoro japanese sumireuesaka daikiyamashita mikakokomatsu na animation comedy romance
41,41,Broad City,2014–2019,English,22min,Comedy,"Ilana Glazer,Abbi Jacobson","Ilana Glazer,Abbi Jacobson,Hannibal Buress","Broad City follows two women throughout their daily lives in New York City, making the smallest and mundane events hysterical and disturbing to watch all at the same time.",8.4,https://imdb.com/video/vi713407001?playlistId=tt2578560&ref_=tt_ov_vi,8.330631841591604,"<a href=""http://www.cc.com/shows/broad-city"">Official Site</a>",disturbing making broad city follows two women throughout mundane events hysterical watch new york smallest time daily lives broad city english ilanaglazer abbijacobson ilanaglazer abbijacobson hannibalburess comedy
42,42,Family Matters,1989–1998,English,30min,"Adventure,Comedy,Drama,Family,Sci-Fi","William Bickley,Robert L. Boyett,Thomas L. Miller","Reginald VelJohnson,Jaleel White,Kellie Shanygne Williams","The Winslow family deal with various misadventures, many of them caused by their pesky next-door neighbor, ultra-nerd Steve Urkel.",6.6,https://imdb.com/video/vi4119904537?playlistId=tt0096579&ref_=tt_ov_vi,6.611692507932852,"<a href=""http://www.virtuallot.com/cmp/comedy/cm02.htm"">Warner Bros. Site</a>",door neighbor caused ultra many nerd steve urkel various misadventures pesky next winslow family deal family matters english williambickley robertl.boyett thomasl.miller reginaldveljohnson jaleelwhite kellieshanygnewilliams adventure comedy drama family sci-fi
43,43,Smother,2021– ,English,,Thriller,Kate O'Riordan,"Dervla Kirwan,Gemma-Leah Devereux,Niamh Walsh","On the rugged coast of County Clare, Val Ahern's husband is found dead at the foot of a cliff the morning after a family party. The matriarch starts to dig into the family's secrets to find out who might be responsible.",6.2,https://imdb.com/video/vi2747842585?playlistId=tt11719808&ref_=tt_ov_vi,6.203624673493798,,husband morning might family party matriarch starts secrets find found dead rugged coast foot cliff responsible dig val ahern county clare smother english kateo'riordan dervlakirwan gemma-leahdevereux niamhwalsh thriller
44,44,All Creatures Great and Small,2020– ,English,,"Comedy,Drama","Nicholas Ralph,Anna Madeley,Samuel West",,The numerous adventures of a friendly staff at a country veterinarian practice in 1930s to 1940s Yorkshire.,8.4,https://imdb.com/video/vi2069741081?playlistId=tt10590066&ref_=tt_ov_vi,8.055510670954916,,numerous adventures country veterinarian practice friendly staff 1930s 1940s yorkshire creatures great small english nicholasralph annamadeley samuelwest na comedy drama
45,45,Le Bureau des Légendes,2015– ,"French,Arabic,English,Persian,Russian",52min,Drama,Eric Rochant,"Mathieu Kassovitz,Florence Loiret Caille,Jonathan Zaccaï","After six years of undercover work in Syria, French intelligence officer Malotru returns home, where he struggles to forget his undercover identity, train a young recruit, and investigate when a colleague disappears in Algeria.",8.7,https://imdb.com/video/vi600947225?playlistId=tt4063800&ref_=tt_ov_vi,8.464807083362524,"<a href=""http://www.canalplus.fr/c-series/pid8008-c-le-bureau-des-legendes.html"">Official site (France)</a>, <a href=""https://twitter.com/LBDLs01"">Official Twitter</a>",struggles undercover work algeria colleague disappears six years investigate syria french intelligence officer malotru returns home train identity forget young recruit le bureau des légendes french arabic english persian russian ericrochant mathieukassovitz florenceloiretcaille jonathanzaccaï drama
