,index,title,year,language,episode_season_duration,genre,creators,stars,description,rating,trailer,weighted_rating,nameurls,soup
366,366,Shetland,2013– ,English,1h,"Crime,Drama,Mystery","Douglas Henshall,Alison O'Donnell,Steven Robertson",,DI Jimmy Perez and his team investigate crimes within the close knit island community of Shetland.,8.1,,7.97650473373188,,close knit island community team investigate crimes within shetland di jimmy perez shetland english douglashenshall alisono'donnell stevenrobertson na crime drama mystery
367,367,Black-ish,2014– ,English,22min,Comedy,Kenya Barris,"Anthony Anderson,Tracee Ellis Ross,Marcus Scribner","A family man struggles to gain a sense of cultural identity while raising his kids in a predominantly white, upper-middle-class neighborhood.",7.1,https://imdb.com/video/vi1771289881?playlistId=tt3487356&ref_=tt_ov_vi,7.08392079618,"<a href=""http://abc.go.com/shows/blackish"">Official site</a>",upper middle predominantly white cultural identity sense class neighborhood raising kids gain family man struggles black ish english kenyabarris anthonyanderson traceeellisross marcusscribner comedy
368,368,Hart of Dixie,2011–2015,English,1h,"Comedy,Drama,Romance",Leila Gerstein,"Rachel Bilson,Jaime King,Cress Williams","New Yorker and new doctor Zoe Hart accepts an offer from a stranger, Dr. Harley Wilkes, to work in his medical practice in Bluebell, Alabama. She arrives to find that he has died and left half the practice to her in his will.",7.7,https://imdb.com/video/vi2390932761?playlistId=tt1832979&ref_=tt_ov_vi,7.6772315001751315,,practice harley wilkes offer died stranger bluebell new yorker dr arrives alabama medical work left half doctor zoe hart accepts find hart dixie english leilagerstein rachelbilson jaimeking cresswilliams comedy drama romance
369,369,The Terror,2018–2019,English,1h,"Adventure,Drama,History,Horror,Thriller","David Kajganich,Max Borenstein,Alexander Woo","Jared Harris,Derek Mio,Tobias Menzies","Supernatural, semihistorical, horror anthology series, where each season is inspired by a different infamous or mysterious real life historical tragedy.",8.0,https://imdb.com/video/vi3463429145?playlistId=tt2708480&ref_=tt_ov_vi,7.963378037739322,"<a href=""http://www.amc.com/shows/the-terror"">Official site</a>",inspired different infamous season semihistorical mysterious real life historical tragedy horror anthology series supernatural terror english davidkajganich maxborenstein alexanderwoo jaredharris derekmio tobiasmenzies adventure drama history horror thriller
370,370,Orphan Black,2013–2017,English,44min,"Action,Drama,Sci-Fi","Kim Coghill,Andrew De Angelis,Jeff Detsky","Tatiana Maslany,Dylan Bruce,Jordan Gavaris",A streetwise hustler is pulled into a compelling conspiracy after witnessing the suicide of a girl who looks just like her.,8.3,https://imdb.com/video/vi1926017305?playlistId=tt2234222&ref_=tt_ov_vi,8.28175947227837,"<a href=""http://www.bbcamerica.com/orphan-black/"">BBC America (United States)</a>, <a href=""https://www.facebook.com/orphanblacktv/?fref=ts"">Official Facebook</a>",compelling conspiracy streetwise hustler girl like pulled suicide looks witnessing orphan black english kimcoghill andrewdeangelis jeffdetsky tatianamaslany dylanbruce jordangavaris action drama sci-fi
371,371,The Closer,2005–2012,English,46min,"Crime,Drama,Mystery",James Duff,"Kyra Sedgwick,J.K. Simmons,Corey Reynolds","Deputy Police Chief Brenda Johnson runs the Priority Homicide Division of the LAPD with an unorthodox style. Her innate ability to read people and obtain confessions helps her and her team solve the city's toughest, most sensitive cases.",7.6,https://imdb.com/video/vi3810788121?playlistId=tt0458253&ref_=tt_ov_vi,7.559156911877943,"<a href=""http://alt.tnt.tv/tntoriginals/closer/"">TNT</a>",team solve innate ability sensitive cases unorthodox style toughest deputy police chief brenda johnson runs read people city obtain confessions helps lapd priority homicide division closer english jamesduff kyrasedgwick j.k.simmons coreyreynolds crime drama mystery
372,372,Boruto: Naruto Next Generations,2017– ,"English,Japanese",23min,"Animation,Action,Adventure,Comedy,Drama,Fantasy","Yûko Sanpei,Kokoro Kikuchi,Ryûichi Kijima",,"Son of Naruto Uzumaki, Boruto, follows his father's footsteps along with his friends to become great ninja. Throughout all their adventures, Boruto is determined to make his mark in the ninja world and live outside of his father's shadow.",7.0,https://imdb.com/video/vi4211392025?playlistId=tt6342474&ref_=tt_ov_vi,6.9827246307832525,"<a href=""http://www.tv-tokyo.co.jp/anime/boruto/"">TV Tokyo (Japan)</a>",mark become great ninja father determined naruto uzumaki adventures world son footsteps along throughout boruto shadow follows make live outside friends boruto naruto next generations english japanese yûkosanpei kokorokikuchi ryûichikijima na animation action adventure comedy drama fantasy
373,373,Black Lightning,2017–2021,English,43min,"Action,Drama,Sci-Fi",Salim Akil,"Cress Williams,Nafessa Williams,Christine Adams",A crusading school principal gets back into action as the original African-American electrical superhero.,6.1,https://imdb.com/video/vi2758263065?playlistId=tt6045840&ref_=tt_ov_vi,6.1394038254581895,"<a href=""https://www.facebook.com/CWBlackLightning/"">Official Facebook</a>, <a href=""http://www.cwtv.com/shows/black-lightning/"">Official Site</a>",original african american electrical superhero crusading school principal gets back action black lightning english salimakil cresswilliams nafessawilliams christineadams action drama sci-fi
374,374,Scorpion,2014–2018,English,43min,"Action,Crime,Drama,Thriller",Nick Santora,"Elyes Gabel,Katharine McPhee,Eddie Kaye Thomas",An eccentric genius forms an international network of super-geniuses to act as the last line of defense against the complicated threats of the modern world.,7.1,https://imdb.com/video/vi2548022553?playlistId=tt3514324&ref_=tt_ov_vi,7.09305300118933,"<a href=""http://www.cbs.com/shows/scorpion/"">Official site</a>",act modern world geniuses super eccentric genius forms last line defense complicated threats international network scorpion english nicksantora elyesgabel katharinemcphee eddiekayethomas action crime drama thriller
375,375,Fruits Basket,2019– ,"Japanese,English",24min,"Animation,Comedy,Drama,Fantasy,Romance","Manaka Iwami,Laura Bailey,Nobunaga Shimazaki",,"After Tohru is taken in by the Soma family, she learns that twelve family members transform involuntarily into animals of the Chinese zodiac and helps them deal with the emotional pain caused by the transformations.",8.5,https://imdb.com/video/vi2064955929?playlistId=tt9304350&ref_=tt_ov_vi,7.959378239658503,"<a href=""https://www.fruitsbasketofficial.com/"">Official site</a>, <a href=""https://fruba.jp/"">Official site (Japan)</a>",soma family transformations twelve members transform involuntarily taken animals emotional pain caused tohru helps learns deal chinese zodiac fruits basket japanese english manakaiwami laurabailey nobunagashimazaki na animation comedy drama fantasy romance
376,376,Stargate: Atlantis,2004–2009,"English,Czech",44min,"Action,Adventure,Drama,Sci-Fi","Robert C. Cooper,Brad Wright","Joe Flanigan,Rachel Luttrell,David Hewlett","An international team of scientists and military personnel discover a Stargate network in the Pegasus Galaxy and come face-to-face with a new, powerful enemy, The Wraith.",8.1,https://imdb.com/video/vi870973721?playlistId=tt0374455&ref_=tt_ov_vi,8.074052337419179,"<a href=""http://www.stargateatlantis.com/"">MGM</a>, <a href=""http://www.scifi.com/atlantis/"">Sci Fi Channel</a>",wraith stargate network military personnel discover face scientists pegasus galaxy new come international team powerful enemy stargate atlantis english czech robertc.cooper bradwright joeflanigan rachelluttrell davidhewlett action adventure drama sci-fi
377,377,Sa-rang-eui Bul-sa-chak,2019–2020,Korean,1h 10min,"Adventure,Comedy,Romance","Hyun Bin,Son Ye-jin,Seo Ji-hye",,The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.,8.7,https://imdb.com/video/vi529579545?playlistId=tt10850932&ref_=tt_ov_vi,8.551381163106381,"<a href=""https://www.netflix.com/bd/title/81159258"">Netflix</a>, <a href=""http://program.tving.com/tvn/cloy"">Official site (South Korea)</a>",made emergency landing hiding protecting love absolute top secret story north korea falls paragliding accident chaebol heiress korean special officer sa rang eui bul sa chak korean hyunbin sonye-jin seoji-hye na adventure comedy romance
378,378,Legion,2017–2019,English,1h,"Action,Drama,Sci-Fi,Thriller",Noah Hawley,"Dan Stevens,Rachel Keller,Aubrey Plaza","David Haller is a troubled young man diagnosed as schizophrenic, but after a strange encounter, he discovers special powers that will change his life forever.",8.2,https://imdb.com/video/vi1440857113?playlistId=tt5114356&ref_=tt_ov_vi,8.179220550511534,"<a href=""https://www.facebook.com/LegionFX/"">Official Facebook</a>, <a href=""http://www.fxnetworks.com/shows/legion"">Official Website</a>",david haller discovers special powers change strange encounter troubled young man diagnosed schizophrenic life forever legion english noahhawley danstevens rachelkeller aubreyplaza action drama sci-fi thriller
379,379,Run the World,2021– ,English,,"Comedy,Drama",Leigh Davenport,"Andrea Bordeaux,Tosin Morohunfola,Corbin Reid",Four best friends living in Harlem strive for world domination.,5.0,https://imdb.com/video/vi30064665?playlistId=tt11737794&ref_=tt_ov_vi,5.006589878439509,"<a href=""https://www.starz.com/us/en/series/run-the-world/58457"">Official Site</a>",harlem strive four best friends living world domination run world english leighdavenport andreabordeaux tosinmorohunfola corbinreid comedy drama
380,380,Fall River,2021,English,3h 55min,"Documentary,Crime,History,Mystery","Alan Alves,Alan Silvia,Thomas Joaquim",,"Re-investigation of the murder of three young women in 1979 - Fall River, MA.",7.0,https://imdb.com/video/vi348831769?playlistId=tt11717010&ref_=tt_ov_vi,6.998801539529802,"<a href=""https://www.epix.com/series/fall-river"">Official Site</a>",three young women 1979 investigation murder fall river fall river english alanalves alansilvia thomasjoaquim na documentary crime history mystery
381,381,Roseanne,1988–2018,English,21min,"Comedy,Drama","Roseanne Barr,Matt Williams","Roseanne Barr,John Goodman,Laurie Metcalf","A revival of the popular 1990s sitcom ""Roseanne"", which centered on the everyday life of an American working-class family.",7.0,https://imdb.com/video/vi202619417?playlistId=tt0094540&ref_=tt_ov_vi,6.994855035318015,,"roseanne "", revival centered popular 1990s sitcom everyday life class family american working roseanne english roseannebarr mattwilliams roseannebarr johngoodman lauriemetcalf comedy drama"
382,382,Californication,2007–2014,English,28min,"Comedy,Drama",Tom Kapinos,"David Duchovny,Natascha McElhone,Evan Handler","A writer tries to juggle his career, his relationship with his daughter and his ex-girlfriend, as well as his appetite for beautiful women.",8.3,https://imdb.com/video/vi2489817369?playlistId=tt0904208&ref_=tt_ov_vi,8.289084985419588,"<a href=""https://www.sho.com/californication"">SHOWTIME</a>",ex career daughter juggle appetite writer tries girlfriend relationship beautiful women well californication english tomkapinos davidduchovny nataschamcelhone evanhandler comedy drama
383,383,Agatha Christie's Marple,2004–2013,English,1h 33min,"Crime,Drama,Mystery","Geraldine McEwan,Julia McKenzie,Stephen Churchett",,"An elderly spinster living in the village of St. Mary Mead, helps her friends and relatives solve mysterious murders.",7.8,https://imdb.com/video/vi4158173977?playlistId=tt1734537&ref_=tt_ov_vi,7.64145733653595,"<a href=""https://www.sonyliv.com/shows/agatha-christie-s-marple-1700000238"">Official Website - SonyLIV</a>",relatives solve mysterious murders village mary mead elderly spinster living helps st friends agatha christie marple english geraldinemcewan juliamckenzie stephenchurchett na crime drama mystery
384,384,Dix Pour Cent,2015–2020,French,52min,"Comedy,Drama",Fanny Herrero,"Camille Cottin,Thibault de Montalembert,Grégory Montel",French serial about the lives and jobs of people working at a talent agency.,8.3,https://imdb.com/video/vi4154309401?playlistId=tt4277922&ref_=tt_ov_vi,8.145326256799512,,talent agency french serial people working jobs lives dix pour cent french fannyherrero camillecottin thibaultdemontalembert grégorymontel comedy drama
385,385,Veep,2012–2019,English,28min,Comedy,Armando Iannucci,"Julia Louis-Dreyfus,Tony Hale,Anna Chlumsky",Former Senator Selina Meyer finds that being Vice President of the United States is nothing like she hoped and everything that everyone ever warned her about.,8.3,https://imdb.com/video/vi342735385?playlistId=tt1759761&ref_=tt_ov_vi,8.26061103434025,"<a href=""http://www.hbo.com/veep/index.html"">Official site</a>",hoped everyone ever warned vice president former senator selina meyer finds everything nothing like united states veep english armandoiannucci julialouis-dreyfus tonyhale annachlumsky comedy
386,386,Intelligence,2020– ,English,,Comedy,Nick Mohammed,"David Schwimmer,Nick Mohammed,Jane Stanness",An NSA agent teams up with a computer analyst to form a new cyber crimes unit in the UK's Government Communications Headquarters.,6.1,https://imdb.com/video/vi1058323993?playlistId=tt9454736&ref_=tt_ov_vi,6.351977094377372,"<a href=""https://www.sky.com/watch/intelligence"">Official site</a>",computer analyst government communications headquarters nsa agent teams form uk new cyber crimes unit intelligence english nickmohammed davidschwimmer nickmohammed janestanness comedy
387,387,Love Life,2020– ,English,35min,"Comedy,Romance",Sam Boyd,"Anna Kendrick,Zoe Chao,Peter Vack",Anna Kendrick stars in a fresh take on a romantic comedy anthology series about the journey from first love to lasting love.,7.5,https://imdb.com/video/vi4008033817?playlistId=tt10380768&ref_=tt_ov_vi,7.412880096831718,,lasting love first journey fresh take anna kendrick stars romantic comedy anthology series love life english samboyd annakendrick zoechao petervack comedy romance
388,388,The King of Queens,1998–2007,English,22min,Comedy,"David Litt,Michael J. Weithorn","Kevin James,Leah Remini,Jerry Stiller","Delivery man Doug Heffernan has a good life: He has a pretty wife (Carrie), a big television, and friends with which to watch it. Then Carrie's goofy and annoying father Arthur moves in with them.",7.3,https://imdb.com/video/vi3824419097?playlistId=tt0165581&ref_=tt_ov_vi,7.292305401770549,"<a href=""http://www.kingofqueens.com/"">Official site</a>","carrie ), watch goofy pretty wife annoying father arthur moves good life big television delivery man doug heffernan friends king queens english davidlitt michaelj.weithorn kevinjames leahremini jerrystiller comedy"
389,389,Father Brown,2013– ,English,52min,"Crime,Drama,Mystery","Rachel Flowerday,Tahsin Guner","Mark Williams,Sorcha Cusack,John Burton",Series inspired by the stories of GK Chesterton; a Catholic priest has a knack for solving mysteries in his English village.,7.7,,7.585460505983062,"<a href=""http://www.bbc.co.uk/programmes/b01q0q11"">Official site</a>",english village knack gk chesterton series inspired solving mysteries catholic priest stories father brown english rachelflowerday tahsinguner markwilliams sorchacusack johnburton crime drama mystery
390,390,Ugly Betty,2006–2010,English,1h,"Comedy,Drama,Romance","Silvio Horta,Fernando Gaitán","America Ferrera,Eric Mabius,Tony Plana",Smart but wholesome Betty embraces her unique appearance and independent attitude in the cutthroat world of New York fashion.,6.5,https://imdb.com/video/vi2775844633?playlistId=tt0805669&ref_=tt_ov_vi,6.5103430959487945,"<a href=""http://abc.go.com/shows/ugly-betty"">ABC (United States)</a>",unique appearance cutthroat world smart wholesome betty embraces new york fashion independent attitude ugly betty english silviohorta fernandogaitán americaferrera ericmabius tonyplana comedy drama romance
391,391,Cold Case,2003–2010,English,44min,"Crime,Drama,Mystery,Thriller",Meredith Stiehm,"Kathryn Morris,Danny Pino,John Finn","The Philadelphia homicide squad's lone female detective finds her calling when she's assigned ""cold cases"", older crimes that have never been solved.",7.6,https://imdb.com/video/vi2115943705?playlistId=tt0368479&ref_=tt_ov_vi,7.562262850138175,"<a href=""http://www.cbs.com/primetime/cold_case/"">CBS</a>, <a href=""http://www.cbs.com/primetime/cold_case/"">CBS Official Site</a>","cold cases "", older crimes never philadelphia homicide squad lone female detective finds calling solved assigned cold case english meredithstiehm kathrynmorris dannypino johnfinn crime drama mystery thriller"
392,392,Flack,2019– ,English,1h,"Comedy,Drama",Oliver Lansley,"Anna Paquin,Lydia Wilson,Rebecca Benson","Robyn, an American publicist working for a cutthroat London PR company that represents troubled celebrities, is adept at keeping her clients' lives appearing in perfect order, while her own falls to pieces.",7.1,https://imdb.com/video/vi2558509337?playlistId=tt8128344&ref_=tt_ov_vi,7.0301046854355125,"<a href=""https://www.cosmopolitantv.es/flack/"">Cosmo TV (Spain)</a>, <a href=""https://poptv.com/flack"">Pop TV (United States)</a>",american publicist working pieces perfect order falls represents troubled celebrities lives appearing keeping clients cutthroat london pr company adept robyn flack english oliverlansley annapaquin lydiawilson rebeccabenson comedy drama
393,393,Good Trouble,2019– ,English,45min,"Comedy,Drama,Romance","Bradley Bredeweg,Joanna Johnson,Peter Paige","Maia Mitchell,Cierra Ramirez,Zuri Adele",Callie and Mariana Foster move to Los Angeles and begin their lives as young adults.,7.5,https://imdb.com/video/vi153598489?playlistId=tt7820906&ref_=tt_ov_vi,7.3562521597723345,"<a href=""https://freeform.go.com/shows/good-trouble"">Official site</a>",young adults mariana foster move los angeles begin callie lives good trouble english bradleybredeweg joannajohnson peterpaige maiamitchell cierraramirez zuriadele comedy drama romance
394,394,ZeroZeroZero,2019– ,"English,Italian,Spanish,French,Wolof",1h,"Crime,Drama,Thriller","Leonardo Fasoli,Mauricio Katz,Stefano Sollima","Andrea Riseborough,Dane DeHaan,Giuseppe De Domenico","A cocaine shipment makes its way to Europe, starting from the moment a powerful cartel of Italian criminals decides to buy it, to its journeys through Mexico, to its shipment across the Atlantic Ocean.",8.2,https://imdb.com/video/vi1818083097?playlistId=tt8332438&ref_=tt_ov_vi,8.112685367420394,,europe shipment across way buy starting cocaine makes powerful cartel moment italian criminals decides journeys mexico atlantic ocean zerozerozero english italian spanish french wolof leonardofasoli mauriciokatz stefanosollima andreariseborough danedehaan giuseppededomenico crime drama thriller
395,395,Fauda,2015– ,"Hebrew,Arabic",1h,"Action,Drama,Thriller","Avi Issacharoff,Lior Raz","Lior Raz,Itzik Cohen,Neta Garty",The human stories on both sides of the Israel-Palestine conflict.,8.2,https://imdb.com/video/vi4162370841?playlistId=tt4565380&ref_=tt_ov_vi,8.120516276171928,"<a href=""https://www.facebook.com/Faudashow?fref=ts"">facebook page</a>",sides israel human stories palestine conflict fauda hebrew arabic aviissacharoff liorraz liorraz itzikcohen netagarty action drama thriller
396,396,Keeping Up with the Kardashians,2006–2021,"Spanish,English",44min,"Drama,Family,Reality-TV","Ryan Seacrest,Eliot Goldberg","Khloé Kardashian,Kim Kardashian,Kourtney Kardashian","A peek inside the exploits and privileged private lives of the blended Kardashian-Jenner family, including sisters Kim, Kourtney, Khloé, Kendall and Kylie.",2.8,https://imdb.com/video/vi3091832089?playlistId=tt1086761&ref_=tt_ov_vi,2.985424486170813,"<a href=""https://www.facebook.com/kuwtk"">Official Facebook</a>, <a href=""https://www.instagram.com/kuwtk/"">Official Instagram</a>",kylie peek inside exploits privileged private lives jenner family khloé blended kardashian kourtney including sisters kim kendall keeping kardashians spanish english ryanseacrest eliotgoldberg khloékardashian kimkardashian kourtneykardashian drama family reality-tv
397,397,Lovecraft Country,2020– ,English,1h,"Drama,Fantasy,Horror,Mystery,Sci-Fi,Thriller",Misha Green,"Jonathan Majors,Jurnee Smollett,Courtney B. Vance",A young African-American travels across the U.S. in the 1950s in search of his missing father.,7.1,https://imdb.com/video/vi2642132505?playlistId=tt6905686&ref_=tt_ov_vi,7.089715103862883,,american travels across missing father 1950s search u young african lovecraft country english mishagreen jonathanmajors jurneesmollett courtneyb.vance drama fantasy horror mystery sci-fi thriller
398,398,The Waltons,1972–1981,,1h,"Drama,Family,Romance",Earl Hamner Jr.,"Jon Walmsley,Mary Beth McDonough,Eric Scott",The life and trials of a 1930s and 1940s Virginia mountain family through financial depression and World War II.,7.6,https://imdb.com/video/vi2109062425?playlistId=tt0068149&ref_=tt_ov_vi,7.464042871045754,,world war ii 1940s virginia mountain family trials financial depression 1930s life waltons na earlhamnerjr. jonwalmsley marybethmcdonough ericscott drama family romance
399,399,United States of Al,2021– ,English,30min,Comedy,"Maria Ferrari,David Goetsch","Adhir Kalyan,Parker Young,Elizabeth Alderfer","The friendship between Riley, a Marine combat veteran struggling to readjust to civilian life in Ohio, and Awalmir , the Afghan interpreter who served with his unit and has just arrived to start a new life in America.",5.8,https://imdb.com/video/vi1593229337?playlistId=tt11116204&ref_=tt_ov_vi,5.80152209754731,,start served civilian life afghan interpreter awalmir readjust america friendship ohio new marine combat veteran struggling riley arrived unit united states al english mariaferrari davidgoetsch adhirkalyan parkeryoung elizabethalderfer comedy
400,400,The Great,2020– ,English,45min,"Biography,Comedy,Drama,History",Tony McNamara,"Elle Fanning,Nicholas Hoult,Phoebe Fox","A royal woman living in rural Russia during the 18th century is forced to choose between her own personal happiness and the future of Russia, when she marries an Emperor.",8.1,https://imdb.com/video/vi2464333337?playlistId=tt2235759&ref_=tt_ov_vi,8.026345872584484,"<a href=""https://www.hulu.com/series/the-great-238db0d4-c476-47ed-9bee-d326fd302f7d"">Hulu</a>",royal woman living russia personal happiness rural emperor choose future marries forced 18th century great english tonymcnamara ellefanning nicholashoult phoebefox biography comedy drama history
401,401,Move to Heaven,2021– ,Korean,1h,Drama,"Lee Jehoon,Tang Joon-sang,Hong Seung-hee",,"Working as trauma cleaners, both Gu-ru and Sang-gu uncover various stories of the deceased while experiencing different emotions and sentiments toward life, death and family.",8.7,https://imdb.com/video/vi449495065?playlistId=tt11052470&ref_=tt_ov_vi,7.864659640908279,"<a href=""https://www.netflix.com/title/80990381"">Netflix Site</a>",sentiments toward life sang working experiencing different emotions family gu uncover various stories deceased death ru trauma cleaners move heaven korean leejehoon tangjoon-sang hongseung-hee na drama
402,402,Shtisel,2013– ,"Hebrew,Yiddish",45min,Drama,"Ori Elon,Yehonatan Indursky","Doval'e Glickman,Michael Aloni,Neta Riskin","The life of the Shtisel family, a haredi family in Jerusalem.",8.6,,8.267755501251306,,haredi family jerusalem shtisel life shtisel hebrew yiddish orielon yehonatanindursky doval'eglickman michaelaloni netariskin drama
403,403,Stargirl,2020– ,English,9h 26min,"Action,Adventure,Crime,Drama,Fantasy,Sci-Fi","Geoff Johns,Greg Berlanti","Brec Bassinger,Yvette Monreal,Anjelika Washington",Teenager Courtney Whitmore joins the Justice Society of America. Based on the character from DC Comics.,7.3,https://imdb.com/video/vi794935065?playlistId=tt8722888&ref_=tt_ov_vi,7.251017313710082,"<a href=""https://www.dcuniverse.com/"">DC Universe Streaming Service</a>, <a href=""https://www.facebook.com/cwstargirl/"">Official Facebook</a>",teenager courtney whitmore joins based dc comics justice society america character stargirl english geoffjohns gregberlanti brecbassinger yvettemonreal anjelikawashington action adventure crime drama fantasy sci-fi
404,404,Scandal,2012–2018,English,43min,"Drama,Thriller",Shonda Rhimes,"Kerry Washington,Darby Stanchfield,Katie Lowes",A former White House Communications Director starts her own crisis management firm only to realize her clients are not the only ones with secrets.,7.7,https://imdb.com/video/vi2531505689?playlistId=tt1837576&ref_=tt_ov_vi,7.683802495795584,"<a href=""http://beta.abc.go.com/shows/scandal"">ABC (United States)</a>, <a href=""http://www.facebook.com/ScandalABC"">Official Facebook</a>",ones secrets crisis management firm former white house communications director starts realize clients scandal english shondarhimes kerrywashington darbystanchfield katielowes drama thriller
405,405,The Legend of Korra,2012–2014,English,23min,"Animation,Action,Adventure,Comedy,Drama,Family,Fantasy,Sci-Fi","Michael Dante DiMartino,Bryan Konietzko","Janet Varney,P.J. Byrne,David Faustino",Avatar Korra fights to keep Republic City safe from the evil forces of both the physical and spiritual worlds.,8.4,https://imdb.com/video/vi596033049?playlistId=tt1695360&ref_=tt_ov_vi,8.381404510143037,"<a href=""https://www.facebook.com/legendofkorra"">Official Facebook</a>, <a href=""http://www.nick.com/shows/legend-of-korra"">Official site</a>",spiritual worlds keep republic city safe avatar korra fights physical evil forces legend korra english michaeldantedimartino bryankonietzko janetvarney p.j.byrne davidfaustino animation action adventure comedy drama family fantasy sci-fi
406,406,"Magnum, P.I.",1980–1988,,48min,"Action,Adventure,Crime,Drama,Mystery","Donald P. Bellisario,Glen A. Larson","Tom Selleck,John Hillerman,Roger E. Mosley",The adventures of a Hawaii based private investigator.,7.5,https://imdb.com/video/vi2657854233?playlistId=tt0080240&ref_=tt_ov_vi,7.464506706116627,,adventures hawaii based private investigator magnum p na donaldp.bellisario glena.larson tomselleck johnhillerman rogere.mosley action adventure crime drama mystery
407,407,The Last of Us,2021– ,English,,"Adventure,Drama,Horror,Thriller","Neil Druckmann,Craig Mazin","Pedro Pascal,Merle Dandridge,Gabriel Luna","Joel and Ellie, a pair connected through the harshness of the world they live in, are forced to endure brutal circumstances and ruthless killers on a trek across post-pandemic America.",0.0,,0.0,,ruthless killers endure brutal circumstances pair connected live ellie pandemic america harshness trek across post joel forced world last us english neildruckmann craigmazin pedropascal merledandridge gabrielluna adventure drama horror thriller
408,408,Bodyguard,2018,English,1h,"Crime,Drama,Thriller",Jed Mercurio,"Richard Madden,Sophie Rundle,Vincent Franklin",A contemporary thriller featuring the Royalty and Specialist Protection Branch of London's Metropolitan Police Service.,8.1,https://imdb.com/video/vi2985540121?playlistId=tt7493974&ref_=tt_ov_vi,8.083944408197791,"<a href=""https://www.netflix.com/tr-en/title/80235864"">Official Netflix</a>, <a href=""http://www.bbc.co.uk/mediacentre/latestnews/2017/richard-madden-and-keeley-hawes-to-star-in-bodyguard"">Official site</a>",contemporary thriller featuring royalty london metropolitan police service specialist protection branch bodyguard english jedmercurio richardmadden sophierundle vincentfranklin crime drama thriller
409,409,Victorious,2010–2013,English,30min,"Comedy,Drama,Family,Music,Romance",Dan Schneider,"Victoria Justice,Leon Thomas III,Matt Bennett",Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,6.9,https://imdb.com/video/vi1872739865?playlistId=tt1604099&ref_=tt_ov_vi,6.896301029535158,"<a href=""http://www.nick.com/shows/victorious"">Nickelodeon Networks</a>, <a href=""http://www.nick.com.au/shows/victorious/iedxxq"">Official Site AU</a>",attending aspiring singer tori vega navigates life performing arts high school called hollywood victorious english danschneider victoriajustice leonthomasiii mattbennett comedy drama family music romance
410,410,The Ranch,2016–2020,English,30min,"Comedy,Drama,Western","Jim Patterson,Don Reo","Ashton Kutcher,Sam Elliott,Grady Lee Richmond",The son of a Colorado rancher returns home from a semi-pro football career to run the family business.,7.5,https://imdb.com/video/vi4022581785?playlistId=tt4998212&ref_=tt_ov_vi,7.47624002640865,,run semi family business son colorado rancher returns home pro football career ranch english jimpatterson donreo ashtonkutcher samelliott gradyleerichmond comedy drama western
411,411,Dallas,1978–1991,,1h,"Drama,Romance",David Jacobs,"Larry Hagman,Ken Kercheval,Patrick Duffy","J.R. Ewing, a Texas oil baron, uses manipulation and blackmail to achieve his ambitions, both business and personal. He often comes into conflict with his brother Bobby, his arch-enemy Cliff Barnes and his long-suffering wife Sue Ellen.",7.0,https://imdb.com/video/vi1939865881?playlistId=tt0077000&ref_=tt_ov_vi,6.985140766338042,,personal uses manipulation long conflict j r blackmail texas oil baron brother bobby often comes ambitions ewing achieve business arch enemy cliff barnes suffering wife sue ellen dallas na davidjacobs larryhagman kenkercheval patrickduffy drama romance
412,412,The Shield,2002–2008,English,47min,"Crime,Drama,Thriller",Shawn Ryan,"Michael Chiklis,Catherine Dent,Walton Goggins",Follows the lives and cases of a dirty Los Angeles Police Department cop and the unit under his command.,8.7,https://imdb.com/video/vi425591577?playlistId=tt0286486&ref_=tt_ov_vi,8.667395867545546,"<a href=""https://fxplus.fxnetworks.com/the-shield/"">FX Network (United States)</a>, <a href=""https://twitter.com/theshieldfx?lang=en"">Official Twitter</a>",cases command dirty los angeles police department cop follows lives unit shield english shawnryan michaelchiklis catherinedent waltongoggins crime drama thriller
413,413,Selena: The Series,2020–2021,English,40min,"Biography,Drama,Music",Moisés Zamora,"Christian Serratos,Gabriel Chavarria,Ricardo Chavira","Late Tejano singer Selena as her dreams come true, and her family makes life-changing choices on the singer's journey to success.",6.8,https://imdb.com/video/vi4261134361?playlistId=tt9421868&ref_=tt_ov_vi,6.809502591726802,"<a href=""https://www.facebook.com/Selena-The-Series-495499907637805/"">Official Facebook</a>, <a href=""https://www.instagram.com/selenanetflix/"">Official Instagram</a>",success journey singer dreams come true family makes life changing choices late tejano selena selena series english moisészamora christianserratos gabrielchavarria ricardochavira biography drama music
414,414,Private Practice,2007–2013,English,1h,"Comedy,Drama,Romance",Shonda Rhimes,"Kate Walsh,Paul Adelstein,KaDee Strickland","A spin-off of the medical drama ""Grey's Anatomy"" centering on the life of neonatal surgeon Addison Montgomery.",6.7,https://imdb.com/video/vi477169433?playlistId=tt0972412&ref_=tt_ov_vi,6.707305060026092,"<a href=""http://abc.go.com/primetime/privatepractice/index"">ABC (United States)</a>",medical drama centering neonatal surgeon addison montgomery anatomy grey spin life private practice english shondarhimes katewalsh pauladelstein kadeestrickland comedy drama romance
